no,항목분류,질환명(한글),질환명(영문),관련질환명,증상,원인,진단,치료
953,"내분비,영양 및 대사 질환(E00-E90)",판코니(-드토니)(-드브레)증후군,Fanconi(-de Toni)(-Debre)syndrome,"Type II 신세뇨관 산증(Type II renal tubular acidosis),","변비, 식욕부진, 구토, 탈수, 혈액 산성화",다양함 ,"혈액검사, 소변검사","식이치료 (-> 저염식이, 제산제, 칼륨, 신장이식)"
954,혈액 및 조혈기관의 질환과 면역기전을 침범하는 특정장애(D50-D89),판코니빈혈,Fanconi’s anaemia,"선천기형을 가진 재생불량빈혈(Aplastic Anemia with Congenital Anomalies),선천범혈구감소증(Congenital Pancytopenia),체질성 재생불량빈혈(Constitutional Aplastic Anemia),판코니 범혈구감소증(Fanconi Pancytopenia),판코니 범골수병증(Fanconi Panmyelopathy),판코니 빈혈 I형(Fanconi`s Anemia, Type I (FA1)),판코니 빈혈, 에스트렌-다메섹 변형(Fanconi`s Anemia, Estren-Dameshek Variant),","검은 반점, 비장이 나이에 비해 작음, 소두증, 소안구증, 쉽게 멍듬, 신장 기형, 알 수 없는 코피, 엄지손가락과 ","상염색체 열성 유전 질환,  환경적인 요인","임상증상 및 임상 검사 소견(골수생검, 방사선, 촬영, 청력 검사와 신장초음파 검사), 유전자 파괴-유도 염색체 손상 분석 검사, 조직 적합성 검사, 방사선 촬영, 청 력 검사와 신장초음파 검사, 산전검사","프레드니손 약물,  골수이식,  안드로겐, 유전상담"
955,"선천 기형,변형 및 염색체 이상(Q00-Q99)",팔로네징후,Tetralogy of Fallot,",","청색증, 무산소발작, 울혈성 심부전, 대뇌혈전증, 뇌농양, 적혈구 과다증, 곤봉지, 심내막염","산발적 발생, 명백한 원인이 알려져 있지는 않으나 가족성 소인 ","이학적 검사, 흉부 X 선 사진, 심전도, 심장초음파 검사, 심도자술, 심혈관조영 ",수술적 치료 
956,"선천 기형,변형 및 염색체 이상(Q00-Q99)",팔로오징후,Pentalogy of Fallot,"활로 5징후 ,",청색증,미상,심초음파,교정 수술
957,"선천 기형,변형 및 염색체 이상(Q00-Q99)",팔리스터-킬리안 증후군 ,Pallister-Killian syndrome,"Tetrasomy 12p,Isochromosome 12p mosaicism,Isochromosome 12p syndrome,","심한 근긴장저하, 지능저하, 특징적인 얼굴, 숱이 적은 모발, 피부변색 등",추가적으로 생성된 비정상적인 12번 단완의 동위염색체(isochromosome 12p)가  모자이시즘(mosaicism)의 형태로 발생함.,"신체검사, 피부조직 및 구강 도말 세포를 이용한 고식적 핵형분석, 형광제자리부합법, 비교유전자교잡법 등",증상에 따른 대증치료
958,신경계통의 질환(G00-G99),패리-롬버그 병,Parry-Romberg disease,"진행성 반얼굴 위축(Progressive Hemifacial Atrophy : HFA),패리-롬버그 증후군(PRS),진행성 얼굴반 위축(Progressive Facial Hemiatrophy),롬버그 증후군(Romberg Syndrome),",한쪽 안면의 연조직들이 서서히 위축이 진행되는 희귀질환,질병의 원인은 알려지지 않음.,임상적 특징,증상 완화
959,"내분비,영양 및 대사 질환(E00-E90)",패프리(-앤더슨)병,Fabry’s(-Anderson) disease,"파브리(-안더슨 또는 앤더슨) 병(Fabry‘s (-Anderson) Disease),알파-갈락토시다제 A 결핍증(Alpha-Galactosidase A Deficiency),안더슨(앤더슨)-파브리 병(Anderson-Fabry Disease),광범위 몸통 혈관각화종(Angiokeratoma Diffuse),광범위 혈관각화종(Angiokeratoma Corporis Diffusum),세라마이드 트라이헥소사이드 부족(결핍)증(Ceramide Trihexosidase Deficiency),알파-갈락토시다제 A 부족(결핍)증(GLA Deficiency (Alpha-Galactosidase A Deficiency)),유전성 이영양성 지질증(Hereditary Dystopic Lipidosis),","각막혼탁, 단백뇨, 혈뇨, 지방뇨, 만성 기관지염, 호흡 곤란, 부종, 설사, 행동 변화, 우울증, 울혈성 심부전,","X 염색체 연관 열성으로 유전, X 염색체 장완(Xq21.33-Xq22)에 위치하는 알파-갈락토시다제 A(alpha-galactosidase A: α-GAL, α-gal A) 유전자의 돌연변이","임상증상 및 임상 검사 소견,  세극등 검사,  분자 유전학적 진단,  산전 진단","효소대체요법,  진통제,  레이저치료,  항혈소판제를 투여, 유전상담"
960,"선천 기형,변형 및 염색체 이상(Q00-Q99)",퍼만 증후군,Fuhrmann syndrome,"Fibular hypoplasia or aplasia - femoral,  bowing - oligodactyly,Fuhrmann-Rieger-de Sousa syndrome,","넙다리뼈, 종아리뼈, 골반뼈, 손가락의 저형성","상염색체열성유전, WNT7A 유전자이상","산전초음파, 분자유전학적 검사 - 염기서열분석",특별한 치료방법 없음
961,혈액 및 조혈기관의 질환과 면역기전을 침범하는 특정장애(D50-D89),펙트너 증후군,Fechtner syndrome,"백혈구 봉입체와 거대혈소판감소증을 동반하는 알포트 증후군(Alport syndrome with leukocyte inclusions and macrothrombocytopenia, Macrothrombocytopenia, nephritis, deafness, and leukocyte inclusions, Alport syndrome with macrothrombocytopenia),","간질성 사구체신염, 감각신경성 난청, 녹내장, 저혈소판성 자반",염색체 22번의 장완 12~13에 위치한 MYH9 유전자의 돌연변이,"말초혈액도말검사, 면역형광법, 질환 관련 유전자 검사",특별한 치료 필요 없음
962,"내분비,영양 및 대사 질환(E00-E90)",펜드리드증후군,Pendred’s syndrome,"갑상선종을 가진 난청(Deafness with Goiter),갑상선종-난청 증후군(Goiter-deafness syndrome),","감각신경 청각 장애, 관자뼈 이상, 정상갑상샘기능 갑상선종, 전정기능장애",염색체 7번에 위치하는 SLC26A4로 알려진 유전자의 변화 또는 돌연변이. 상염색체 열성 유전,"임상평가,  가계도 분석,  유전자 검사","대증요법,  지지요법,  난청 교육 프로그램,  언어 치료,  유전 상담."
963,혈액 및 조혈기관의 질환과 면역기전을 침범하는 특정장애(D50-D89),펠거-휴에 이상증,Pelger-Huet anomaly,",","무증상, 골격계이상, 정신지체, 경련","LBR 유전자 변이, 상염색체 우성 유전",말초혈액도말검사,없음
964,"선천 기형,변형 및 염색체 이상(Q00-Q99)",펠란-맥더미드 증후군,Phelan-McDermid syndrome,"Monosomy 22q13,Telomeric 22q13 monosomy syndrome,Chromosome 22q13 deletion syndrome,Deletion 22q13 syndrome,","저긴장증, 정상 또는 과도한 성장 (normal to accelerated growth), 현저한 언어발달 지연 (absent to severely delayed speech) 등","22번 염색체 장완 원위부의 미세 결실 또는 염색체 구조이상, SHANK3 유전자의 결실","고식적 핵형분석, 형광제자리부합법, 비교유전자교잡법, 복합결찰의존프로브증폭법", 증상에 따른 대증치료 
965,신경계통의 질환(G00-G99),펠리제우스-메르츠바하 병,Pelizaeus-Merzbacher Disease,"PLP1-연관 질환(PLP1-related disorders),제2형 강직성 하반신 마비(Splastic paraplegia type 2: SPG2),","강직 마비, 발달지연, 비정상적 안구운동, 시신경 위축, 운동실조","뇌수초 형성 장애 ,  myelin proteolipid protein(PLP)의 형성 장애","뇌자기공명영상, 신경전달 속도 검사, PLP1 유전자 돌연변이 검사",보존적 치료
966,근육골격계통 및 결합조직의 질환(M00-M99),펠티증후군,Felty’s syndrome,"류마티스 관절염(Rheumatoid arthritis),","류마티스 관절염의 증상, 비장종대, 중성구 감소, 피로감, 식욕감퇴, 빈번한 감염",정확한 원인은 알려져 있지 않으며 면역학적 기전이 관여하는 것으로 추정  ,"특징적인 임상 증상으로 진단, 중성구 감소 질환 혹은 백혈병의 배제",전통적인 류마티스 관절염의 치료를 따름 
967,근육골격계통 및 결합조직의 질환(M00-M99),편지성 골단 이형성증,Dysplasia epiphysealis hemimelica,"트레버씨 병(Trevor's disease),골연골종(Osteochondroma),관절낭내 연골종(Intracapsular chondroma),","관절 부종, 변형, 운동 범위 제한, 통증",원인이 아직 밝혀지지 않음,"임상 양상, 방사선 소견, CT, MRI, 골스캔","수술적 치료, 보존적 치료"
968,피부 및 피부밑조직의 질환(L00-L99),편평태선,Lichen planus,",",자주색의 소양증이 심한 편평한 구진,"원인불명. 면역설, 약물 또는 화학 물질에 의한 발생, 정신적 요인, 바이러스 감염설, 유전적 요인","임상소견, 피부 조직검사","국소 부신피질 호르몬제 도포 및 병변내 주사요법, 부신피질 호르몬제 경구투여, 자외선치료, retinoid 치료, cyclosporine, 항히스타민제"
969,"선천 기형,변형 및 염색체 이상(Q00-Q99)",폐동맥의 폐쇄,Atresia of pulmonary artery,"심실중격결손을 동반하지 않는 폐동맥의 폐쇄(Pulmonary atresia),심실중격결손을 동반하지 않는 폐동맥의 폐쇄(PA),심실중격결손을 동반하지 않는 폐동맥의 폐쇄(Atresia of pulmonary artery with intact ventricular septum),심실중격결손을 동반하지 않는 폐동맥의 폐쇄(Atresia of pulmonary artery without Ventricular Septal Defect),심실중격결손을 동반하지 않는 폐동맥의 폐쇄(Atresia of pulmonary artery without VSD),","청색증, 호흡곤란",미상,"흉부 X선 검사, 심전도, 심초음파, 심도자법 등","약물치료, 수술"
970,"선천 기형,변형 및 염색체 이상(Q00-Q99)",폐동맥판폐쇄,Pulmonary valve atresia,"심실중격결손증,","빈혈증세, 빈맥, 호흡곤란, 청색증","복잡한 병리의 기형, 불명확","심잡음, 심초음파, 산전태아초음파","수술, 심장폐 동시이식"
971,순환기계통의 질환(I00-I99),폐색혈전혈관염[버거병],Thromboangiitis obliterans[Buerger],"염증성 폐색성 말초 혈관병(Inflammatory Occlusive Peripheral Vascular Disease),폐색성 말초 혈관병(Occlusive Peripheral Vascular Disease),폐색성 혈전 혈관염(Thromboangiitis Obliterans),","걸을 때 다리의 경련, 레이노 현상(Raynaud’s Phenomenon), 손과 발의 파행,사지 말단의 감각 이상",흡연이 이 질환과 관계가 있을 것으로 추정됨,"뚜렷한 단일 소견이 알려져 있지 않아 환자의 증상과 여러 가지 검사결과를 종합하여 진단,  최근까지의 흡연량에 대한 과거력 조사","대증요법,  지지요법,  흡연을 중단한다면 증상은 대체로 호전되며, 때때로 담배를 완전히 끊는 경우 증상이 완전하게 경감되기도 함, 혈관확장을 도모하기 위한 수술 또는 사지 절단"
972,호흡기계통의 질환(J00-J99),폐쇄세기관지염,Bronchiolitis obliterans,"Bronchiolitis obliterans (BO)obliterative bronchiolitis (OB)constrictive bronchiolitis (CB),","호흡곤란, 기침, 객담과 천명 등","감염 후 면역 반응, 다양한 물질 및 기저 질환","흉부 고해상도 CT, 조직병리검사",현재까지 특별한 치료는 없으나 일부 경우에 스테로이드 치료가 도움
973,"선천 기형,변형 및 염색체 이상(Q00-Q99)",폐쇄항문,Imperforate anus,"항문폐쇄(anal atresia ),항문막힘증,",복부 팽만,요도와 직장의 불완전 분리,"X-선 검사, 초음파 검사",수술
974,호흡기계통의 질환(J00-J99),폐의 형성저하 및 형성이상,Hypoplasia and dysplasia of lung,",",호흡곤란,"흉곽이영양증, 흉막삼출, 선천가로막탈장 등","CT,  MRI","대증요법,  수술적 치료"
975,근육골격계통 및 결합조직의 질환(M00-M99),폐침범을 동반한 다발동맥염[처그-스트라우스],Polyarteritis with lung involvement [Churg- Strauss],"폐 침습성 다발동맥염[처그-스트라우스](Churg Strauss Syndrome),알레르기 혈관염 그리고 육아종증(Allergic Angiitis and Granulomatosis),알레르기 육아종증(Allergic Granulomatosis),알레르기 육아종증과 혈관염(Churg-Strauss Vasculitis ),처그-스트라우스 혈관염(Eosinophilic Granulomatous Vasculitis),호산구 육아종성 혈관염(Eosinophilic Granulomatous Vasculitis),","부비동염, 육아종, 혈관염, 호산구 증가",정확한 원인은 알려지지 않음,"혈액검사,  현미경을 통한 폐 미세조직 검사,  흉부 X-선,  전산화단층촬영술(CT)","코르티코스테로이드제제,  사이클로포스파마이드(Cyclophosphamide)  "
976,호흡기계통의 질환(J00-J99),폐포단백질증,Alveolar proteinosis,"alveolar lipoproteinosis,alveolar phospholipidosis,pulmonary alveolar lipoproteinosis,pulmonary alveolar phospholipoproteinosis,","서서히 진행하는 호흡곤란, 기침, 객담","표면활성 단백 B의 결핍 또는 GM-CSF 수용체 베타연쇄의 이상 (선천성), 종양과 같은 전신 염증 질환이나 규소나 알루미늄 등의 무기성 먼지에 많이 노출되는 경우 (이차성)","직업력 조사, 흉부 CT, 기관지내시경으로 진단하거나, 폐조직 생검 및 병리조직검사를 시행하여 폐포를 채우고 있는 물질에 대한 면역조직화학염색에서 표면활성 단백질 양성인 경우 폐포 단백질증으로 진단",전폐세척술 또는 GM-CSF 약제 투여 
977,신경계통의 질환(G00-G99),포도당 수송자 1 결핍증,glucose transporter type 1 deficiency syndrome,",","간질성 뇌증후군과 동반된 신경발달지연, 운동실조와 강직, 진행성 두위 감소에 의한 후천성 소두증",SLC2A1 유전자 돌연변이 ,"뇌척수액 검사, 분자유전학적인 진단(SLC2A1 유전자)","대증치료, 식이요법"
978,"내분비,영양 및 대사 질환(E00-E90)",포도당-갈락토스 흡수장애,Glucose-galactose malabsorption,"포도당 갈락토오스의 탄수화물 불내증(Carbohydrate Intolerance of Glucose Galactose),복합성 탄수화물 불내증(Complex Carbohydrate Intolerance),단당류 흡수장애(Monosaccharide Malabsorption),","복명, 복부 경련, 복부 팽만, 설사, 오심, 탈수",22번 염색체의 장완에 위치(22q13.1)하고 있는 SGLT1유전자의 돌연변이에 의한 상염색체 열성 유전질환,"환자에게 나타나는 증상과 신체 소견 및 임상검사를 종합,  대변검사,  직장 조직 검사",식이 조절(모든식단에서 탄수화물을 제거)
979,"내분비,영양 및 대사 질환(E00-E90)",포르브스병,Forbes’ disease,"아밀로-1,6-글루코시다아제 부족(결핍)증(Amylo-1,6-Glucosidase Deficiency),코리병(Cori Disease),가지제거 부족(결핍)증(Debrancher Deficiency),당원 축적병 III(Glycogen Storage Disease III),글리코겐증 III형(Glycogenosis Type III),한계 덱스트린증(Limit Dextrinosis),","간비대, 근육의 이완","아밀로-1,6-글루코시다아제(Amylo-1,6-glucosidase)가 부족,  상염색체 열성 형질로 유전","혈액검사,  소변검사,  초음파검사,  조직검사","식이요법,  유전상담"
980,"내분비,영양 및 대사 질환(E00-E90)",포스포리보실기 피로인산 합성효소 과활성증,Phosphoribosyl pyrophosphate(PRPP)-synthetase superactivity,"PRPS1 Superactivity,PRS Overactivity,PRS Superactivity,","통풍성 관절염, 신장결석",유전자이상,소변검사,알로퓨리놀(allopurinol)
